animal_weight,madness_index
89.25,1.4513756292567526e+88
89.5,1.4513756292567526e+88
89.75,1.4513756292567526e+88
90.0,1.4513756292567526e+88
94.25,1.4513756292567526e+88
94.5,1.4513756292567526e+88
94.75,1.4513756292567526e+88
95.0,1.4513756292567526e+88
96.25,1.4513756292567526e+88
96.5,1.4513756292567526e+88
96.75,1.4513756292567526e+88
97.0,1.4513756292567526e+88
97.25,1.4513756292567526e+88
97.5,1.4513756292567526e+88
97.75,1.4513756292567526e+88
98.0,1.4513756292567526e+88
98.25,1.4513756292567526e+88
98.5,1.4513756292567526e+88
98.75,1.4513756292567526e+88
99.0,1.4513756292567526e+88
99.25,1.4513756292567526e+88
99.5,1.4513756292567526e+88
99.75,1.4513756292567526e+88
100.25,1.4513756292567526e+88
100.5,1.4513756292567526e+88
100.75,1.4513756292567526e+88
101.0,1.4513756292567526e+88
101.25,1.4513756292567526e+88
101.5,1.4513756292567526e+88
101.75,1.4513756292567526e+88
107.0,1.4513756292567526e+88
107.25,1.4513756292567526e+88
107.5,1.4513756292567526e+88
107.75,1.4513756292567526e+88
113.75,1.4513756292567526e+88
117.75,1.4513756292567526e+88
118.0,1.4513756292567526e+88
118.25,1.4513756292567526e+88
135.0,1.4513756292567526e+88
135.25,1.4513756292567526e+88
137.25,1.4513756292567526e+88
137.5,1.4513756292567526e+88
137.75,1.4513756292567526e+88
138.0,1.4513756292567526e+88
138.25,1.4513756292567526e+88
138.5,1.4513756292567526e+88
138.75,1.4513756292567526e+88
139.0,1.4513756292567526e+88
139.25,1.4513756292567526e+88
139.5,1.4513756292567526e+88
142.0,1.4513756292567526e+88
142.25,1.4513756292567526e+88
142.5,1.4513756292567526e+88
142.75,1.4513756292567526e+88
143.0,1.4513756292567526e+88
143.25,1.4513756292567526e+88
76.5,3.945247999276943e+88
76.75,3.945247999276943e+88
77.0,3.945247999276943e+88
77.25,3.945247999276943e+88
77.5,3.945247999276943e+88
77.75,3.945247999276943e+88
78.0,3.945247999276943e+88
86.25,3.945247999276943e+88
86.5,3.945247999276943e+88
86.75,3.945247999276943e+88
87.0,3.945247999276943e+88
87.25,3.945247999276943e+88
88.5,3.945247999276943e+88
88.75,3.945247999276943e+88
89.0,3.945247999276943e+88
89.25,3.945247999276943e+88
89.5,3.945247999276943e+88
94.5,3.945247999276943e+88
94.75,3.945247999276943e+88
96.5,3.945247999276943e+88
96.75,3.945247999276943e+88
97.0,3.945247999276943e+88
97.25,3.945247999276943e+88
97.5,3.945247999276943e+88
97.75,3.945247999276943e+88
98.0,3.945247999276943e+88
98.25,3.945247999276943e+88
98.5,3.945247999276943e+88
98.75,3.945247999276943e+88
99.0,3.945247999276943e+88
99.25,3.945247999276943e+88
100.25,3.945247999276943e+88
100.5,3.945247999276943e+88
100.75,3.945247999276943e+88
101.0,3.945247999276943e+88
101.25,3.945247999276943e+88
101.5,3.945247999276943e+88
101.75,3.945247999276943e+88
102.0,3.945247999276943e+88
106.5,3.945247999276943e+88
106.75,3.945247999276943e+88
107.0,3.945247999276943e+88
107.25,3.945247999276943e+88
107.5,3.945247999276943e+88
107.75,3.945247999276943e+88
108.0,3.945247999276943e+88
118.0,3.945247999276943e+88
134.5,3.945247999276943e+88
134.75,3.945247999276943e+88
135.0,3.945247999276943e+88
135.25,3.945247999276943e+88
137.5,3.945247999276943e+88
137.75,3.945247999276943e+88
138.0,3.945247999276943e+88
138.25,3.945247999276943e+88
138.5,3.945247999276943e+88
138.75,3.945247999276943e+88
139.0,3.945247999276943e+88
139.25,3.945247999276943e+88
139.5,3.945247999276943e+88
141.75,3.945247999276943e+88
142.0,3.945247999276943e+88
142.25,3.945247999276943e+88
142.5,3.945247999276943e+88
142.75,3.945247999276943e+88
143.0,3.945247999276943e+88
143.25,3.945247999276943e+88
143.5,3.945247999276943e+88
76.75,1.0724295945198918e+89
77.0,1.0724295945198918e+89
77.25,1.0724295945198918e+89
77.5,1.0724295945198918e+89
77.75,1.0724295945198918e+89
86.5,1.0724295945198918e+89
86.75,1.0724295945198918e+89
87.0,1.0724295945198918e+89
88.75,1.0724295945198918e+89
89.0,1.0724295945198918e+89
89.25,1.0724295945198918e+89
96.75,1.0724295945198918e+89
97.0,1.0724295945198918e+89
97.25,1.0724295945198918e+89
97.5,1.0724295945198918e+89
97.75,1.0724295945198918e+89
98.0,1.0724295945198918e+89
98.25,1.0724295945198918e+89
98.5,1.0724295945198918e+89
98.75,1.0724295945198918e+89
99.0,1.0724295945198918e+89
100.5,1.0724295945198918e+89
100.75,1.0724295945198918e+89
101.0,1.0724295945198918e+89
101.25,1.0724295945198918e+89
101.5,1.0724295945198918e+89
101.75,1.0724295945198918e+89
102.0,1.0724295945198918e+89
102.25,1.0724295945198918e+89
106.5,1.0724295945198918e+89
106.75,1.0724295945198918e+89
107.0,1.0724295945198918e+89
107.25,1.0724295945198918e+89
107.5,1.0724295945198918e+89
107.75,1.0724295945198918e+89
108.0,1.0724295945198918e+89
108.25,1.0724295945198918e+89
115.75,1.0724295945198918e+89
116.0,1.0724295945198918e+89
134.25,1.0724295945198918e+89
134.5,1.0724295945198918e+89
134.75,1.0724295945198918e+89
135.0,1.0724295945198918e+89
135.25,1.0724295945198918e+89
135.5,1.0724295945198918e+89
137.75,1.0724295945198918e+89
138.0,1.0724295945198918e+89
138.25,1.0724295945198918e+89
138.5,1.0724295945198918e+89
138.75,1.0724295945198918e+89
139.0,1.0724295945198918e+89
139.25,1.0724295945198918e+89
139.5,1.0724295945198918e+89
139.75,1.0724295945198918e+89
142.0,1.0724295945198918e+89
142.25,1.0724295945198918e+89
142.5,1.0724295945198918e+89
142.75,1.0724295945198918e+89
143.0,1.0724295945198918e+89
143.25,1.0724295945198918e+89
143.5,1.0724295945198918e+89
77.0,2.9151658790851237e+89
77.25,2.9151658790851237e+89
86.75,2.9151658790851237e+89
89.0,2.9151658790851237e+89
97.0,2.9151658790851237e+89
97.25,2.9151658790851237e+89
97.5,2.9151658790851237e+89
97.75,2.9151658790851237e+89
98.0,2.9151658790851237e+89
98.25,2.9151658790851237e+89
98.5,2.9151658790851237e+89
98.75,2.9151658790851237e+89
100.75,2.9151658790851237e+89
101.0,2.9151658790851237e+89
101.25,2.9151658790851237e+89
101.5,2.9151658790851237e+89
101.75,2.9151658790851237e+89
102.0,2.9151658790851237e+89
102.25,2.9151658790851237e+89
102.5,2.9151658790851237e+89
106.75,2.9151658790851237e+89
107.0,2.9151658790851237e+89
107.25,2.9151658790851237e+89
107.5,2.9151658790851237e+89
107.75,2.9151658790851237e+89
108.0,2.9151658790851237e+89
108.25,2.9151658790851237e+89
115.25,2.9151658790851237e+89
115.5,2.9151658790851237e+89
115.75,2.9151658790851237e+89
116.0,2.9151658790851237e+89
116.25,2.9151658790851237e+89
131.75,2.9151658790851237e+89
134.0,2.9151658790851237e+89
134.25,2.9151658790851237e+89
134.5,2.9151658790851237e+89
134.75,2.9151658790851237e+89
135.0,2.9151658790851237e+89
135.25,2.9151658790851237e+89
135.5,2.9151658790851237e+89
135.75,2.9151658790851237e+89
138.0,2.9151658790851237e+89
138.25,2.9151658790851237e+89
138.5,2.9151658790851237e+89
138.75,2.9151658790851237e+89
139.0,2.9151658790851237e+89
139.25,2.9151658790851237e+89
139.5,2.9151658790851237e+89
139.75,2.9151658790851237e+89
140.0,2.9151658790851237e+89
142.25,2.9151658790851237e+89
142.5,2.9151658790851237e+89
142.75,2.9151658790851237e+89
143.0,2.9151658790851237e+89
145.75,2.9151658790851237e+89
146.0,2.9151658790851237e+89
97.0,7.924242436060931e+89
97.25,7.924242436060931e+89
97.5,7.924242436060931e+89
97.75,7.924242436060931e+89
98.0,7.924242436060931e+89
98.25,7.924242436060931e+89
98.5,7.924242436060931e+89
101.0,7.924242436060931e+89
101.25,7.924242436060931e+89
101.5,7.924242436060931e+89
101.75,7.924242436060931e+89
102.0,7.924242436060931e+89
102.25,7.924242436060931e+89
102.5,7.924242436060931e+89
102.75,7.924242436060931e+89
107.0,7.924242436060931e+89
107.25,7.924242436060931e+89
107.5,7.924242436060931e+89
107.75,7.924242436060931e+89
108.0,7.924242436060931e+89
108.25,7.924242436060931e+89
108.5,7.924242436060931e+89
115.0,7.924242436060931e+89
115.25,7.924242436060931e+89
115.5,7.924242436060931e+89
115.75,7.924242436060931e+89
116.0,7.924242436060931e+89
116.25,7.924242436060931e+89
116.5,7.924242436060931e+89
131.25,7.924242436060931e+89
131.5,7.924242436060931e+89
131.75,7.924242436060931e+89
132.0,7.924242436060931e+89
134.25,7.924242436060931e+89
134.5,7.924242436060931e+89
134.75,7.924242436060931e+89
135.0,7.924242436060931e+89
135.25,7.924242436060931e+89
135.5,7.924242436060931e+89
135.75,7.924242436060931e+89
138.25,7.924242436060931e+89
138.5,7.924242436060931e+89
138.75,7.924242436060931e+89
139.0,7.924242436060931e+89
139.25,7.924242436060931e+89
139.5,7.924242436060931e+89
139.75,7.924242436060931e+89
140.0,7.924242436060931e+89
140.25,7.924242436060931e+89
142.5,7.924242436060931e+89
142.75,7.924242436060931e+89
145.25,7.924242436060931e+89
145.5,7.924242436060931e+89
145.75,7.924242436060931e+89
146.0,7.924242436060931e+89
97.25,2.1540324218248465e+90
97.5,2.1540324218248465e+90
97.75,2.1540324218248465e+90
98.0,2.1540324218248465e+90
98.25,2.1540324218248465e+90
100.75,2.1540324218248465e+90
101.0,2.1540324218248465e+90
101.25,2.1540324218248465e+90
101.5,2.1540324218248465e+90
101.75,2.1540324218248465e+90
102.0,2.1540324218248465e+90
102.25,2.1540324218248465e+90
102.5,2.1540324218248465e+90
102.75,2.1540324218248465e+90
103.0,2.1540324218248465e+90
107.0,2.1540324218248465e+90
107.25,2.1540324218248465e+90
107.5,2.1540324218248465e+90
107.75,2.1540324218248465e+90
108.0,2.1540324218248465e+90
108.25,2.1540324218248465e+90
108.5,2.1540324218248465e+90
108.75,2.1540324218248465e+90
115.0,2.1540324218248465e+90
115.25,2.1540324218248465e+90
115.5,2.1540324218248465e+90
115.75,2.1540324218248465e+90
116.0,2.1540324218248465e+90
116.25,2.1540324218248465e+90
116.5,2.1540324218248465e+90
116.75,2.1540324218248465e+90
131.0,2.1540324218248465e+90
131.25,2.1540324218248465e+90
131.5,2.1540324218248465e+90
131.75,2.1540324218248465e+90
132.0,2.1540324218248465e+90
132.25,2.1540324218248465e+90
134.5,2.1540324218248465e+90
134.75,2.1540324218248465e+90
135.0,2.1540324218248465e+90
135.25,2.1540324218248465e+90
135.5,2.1540324218248465e+90
138.5,2.1540324218248465e+90
138.75,2.1540324218248465e+90
139.0,2.1540324218248465e+90
139.25,2.1540324218248465e+90
139.5,2.1540324218248465e+90
139.75,2.1540324218248465e+90
140.0,2.1540324218248465e+90
140.25,2.1540324218248465e+90
140.5,2.1540324218248465e+90
145.0,2.1540324218248465e+90
145.25,2.1540324218248465e+90
145.5,2.1540324218248465e+90
145.75,2.1540324218248465e+90
146.0,2.1540324218248465e+90
146.25,2.1540324218248465e+90
97.5,5.855267190158109e+90
97.75,5.855267190158109e+90
100.5,5.855267190158109e+90
100.75,5.855267190158109e+90
101.0,5.855267190158109e+90
101.25,5.855267190158109e+90
101.5,5.855267190158109e+90
101.75,5.855267190158109e+90
102.0,5.855267190158109e+90
102.25,5.855267190158109e+90
102.5,5.855267190158109e+90
102.75,5.855267190158109e+90
103.0,5.855267190158109e+90
103.25,5.855267190158109e+90
105.0,5.855267190158109e+90
107.25,5.855267190158109e+90
107.5,5.855267190158109e+90
107.75,5.855267190158109e+90
108.0,5.855267190158109e+90
108.25,5.855267190158109e+90
108.5,5.855267190158109e+90
108.75,5.855267190158109e+90
109.0,5.855267190158109e+90
115.25,5.855267190158109e+90
115.5,5.855267190158109e+90
115.75,5.855267190158109e+90
116.0,5.855267190158109e+90
116.25,5.855267190158109e+90
116.5,5.855267190158109e+90
128.5,5.855267190158109e+90
130.75,5.855267190158109e+90
131.0,5.855267190158109e+90
131.25,5.855267190158109e+90
131.5,5.855267190158109e+90
131.75,5.855267190158109e+90
132.0,5.855267190158109e+90
132.25,5.855267190158109e+90
132.5,5.855267190158109e+90
134.75,5.855267190158109e+90
135.0,5.855267190158109e+90
135.25,5.855267190158109e+90
138.75,5.855267190158109e+90
139.0,5.855267190158109e+90
139.25,5.855267190158109e+90
139.5,5.855267190158109e+90
139.75,5.855267190158109e+90
140.0,5.855267190158109e+90
140.25,5.855267190158109e+90
140.5,5.855267190158109e+90
140.75,5.855267190158109e+90
144.75,5.855267190158109e+90
145.0,5.855267190158109e+90
145.25,5.855267190158109e+90
145.5,5.855267190158109e+90
145.75,5.855267190158109e+90
146.0,5.855267190158109e+90
146.25,5.855267190158109e+90
146.5,5.855267190158109e+90
100.25,1.5916266403779241e+91
100.5,1.5916266403779241e+91
100.75,1.5916266403779241e+91
101.0,1.5916266403779241e+91
101.25,1.5916266403779241e+91
101.5,1.5916266403779241e+91
101.75,1.5916266403779241e+91
102.0,1.5916266403779241e+91
102.25,1.5916266403779241e+91
102.5,1.5916266403779241e+91
102.75,1.5916266403779241e+91
103.0,1.5916266403779241e+91
103.25,1.5916266403779241e+91
104.75,1.5916266403779241e+91
105.0,1.5916266403779241e+91
105.25,1.5916266403779241e+91
107.5,1.5916266403779241e+91
107.75,1.5916266403779241e+91
108.0,1.5916266403779241e+91
108.25,1.5916266403779241e+91
108.5,1.5916266403779241e+91
108.75,1.5916266403779241e+91
109.0,1.5916266403779241e+91
109.25,1.5916266403779241e+91
115.25,1.5916266403779241e+91
115.5,1.5916266403779241e+91
115.75,1.5916266403779241e+91
116.0,1.5916266403779241e+91
116.25,1.5916266403779241e+91
128.25,1.5916266403779241e+91
128.5,1.5916266403779241e+91
128.75,1.5916266403779241e+91
131.0,1.5916266403779241e+91
131.25,1.5916266403779241e+91
131.5,1.5916266403779241e+91
131.75,1.5916266403779241e+91
132.0,1.5916266403779241e+91
132.25,1.5916266403779241e+91
132.5,1.5916266403779241e+91
135.0,1.5916266403779241e+91
138.75,1.5916266403779241e+91
139.0,1.5916266403779241e+91
139.25,1.5916266403779241e+91
139.5,1.5916266403779241e+91
139.75,1.5916266403779241e+91
140.0,1.5916266403779241e+91
140.25,1.5916266403779241e+91
140.5,1.5916266403779241e+91
140.75,1.5916266403779241e+91
145.0,1.5916266403779241e+91
145.25,1.5916266403779241e+91
145.5,1.5916266403779241e+91
145.75,1.5916266403779241e+91
146.0,1.5916266403779241e+91
146.25,1.5916266403779241e+91
146.5,1.5916266403779241e+91
100.0,4.326489774230631e+91
100.25,4.326489774230631e+91
100.5,4.326489774230631e+91
100.75,4.326489774230631e+91
101.0,4.326489774230631e+91
101.25,4.326489774230631e+91
101.5,4.326489774230631e+91
101.75,4.326489774230631e+91
102.0,4.326489774230631e+91
102.25,4.326489774230631e+91
102.5,4.326489774230631e+91
102.75,4.326489774230631e+91
103.0,4.326489774230631e+91
103.25,4.326489774230631e+91
103.5,4.326489774230631e+91
104.5,4.326489774230631e+91
104.75,4.326489774230631e+91
105.0,4.326489774230631e+91
105.25,4.326489774230631e+91
105.5,4.326489774230631e+91
107.75,4.326489774230631e+91
108.0,4.326489774230631e+91
108.25,4.326489774230631e+91
108.5,4.326489774230631e+91
108.75,4.326489774230631e+91
109.0,4.326489774230631e+91
115.5,4.326489774230631e+91
115.75,4.326489774230631e+91
116.0,4.326489774230631e+91
127.75,4.326489774230631e+91
128.0,4.326489774230631e+91
128.25,4.326489774230631e+91
128.5,4.326489774230631e+91
128.75,4.326489774230631e+91
129.0,4.326489774230631e+91
131.25,4.326489774230631e+91
131.5,4.326489774230631e+91
131.75,4.326489774230631e+91
132.0,4.326489774230631e+91
132.25,4.326489774230631e+91
134.75,4.326489774230631e+91
135.0,4.326489774230631e+91
139.0,4.326489774230631e+91
139.25,4.326489774230631e+91
139.5,4.326489774230631e+91
139.75,4.326489774230631e+91
140.0,4.326489774230631e+91
140.25,4.326489774230631e+91
140.5,4.326489774230631e+91
140.75,4.326489774230631e+91
141.0,4.326489774230631e+91
145.25,4.326489774230631e+91
145.5,4.326489774230631e+91
145.75,4.326489774230631e+91
146.0,4.326489774230631e+91
146.25,4.326489774230631e+91
100.0,1.1760618534305e+92
100.25,1.1760618534305e+92
100.5,1.1760618534305e+92
100.75,1.1760618534305e+92
101.0,1.1760618534305e+92
101.25,1.1760618534305e+92
101.5,1.1760618534305e+92
101.75,1.1760618534305e+92
102.0,1.1760618534305e+92
102.25,1.1760618534305e+92
102.5,1.1760618534305e+92
102.75,1.1760618534305e+92
103.0,1.1760618534305e+92
103.25,1.1760618534305e+92
103.5,1.1760618534305e+92
103.75,1.1760618534305e+92
104.25,1.1760618534305e+92
104.5,1.1760618534305e+92
104.75,1.1760618534305e+92
105.0,1.1760618534305e+92
105.25,1.1760618534305e+92
105.5,1.1760618534305e+92
105.75,1.1760618534305e+92
108.0,1.1760618534305e+92
108.25,1.1760618534305e+92
108.5,1.1760618534305e+92
108.75,1.1760618534305e+92
115.75,1.1760618534305e+92
127.5,1.1760618534305e+92
127.75,1.1760618534305e+92
128.0,1.1760618534305e+92
128.25,1.1760618534305e+92
128.5,1.1760618534305e+92
128.75,1.1760618534305e+92
129.0,1.1760618534305e+92
129.25,1.1760618534305e+92
131.5,1.1760618534305e+92
131.75,1.1760618534305e+92
132.0,1.1760618534305e+92
134.5,1.1760618534305e+92
134.75,1.1760618534305e+92
135.0,1.1760618534305e+92
139.25,1.1760618534305e+92
139.5,1.1760618534305e+92
139.75,1.1760618534305e+92
140.0,1.1760618534305e+92
140.25,1.1760618534305e+92
140.5,1.1760618534305e+92
140.75,1.1760618534305e+92
141.0,1.1760618534305e+92
141.25,1.1760618534305e+92
145.5,1.1760618534305e+92
145.75,1.1760618534305e+92
146.0,1.1760618534305e+92
151.0,1.1760618534305e+92
100.25,3.196867565323994e+92
100.5,3.196867565323994e+92
100.75,3.196867565323994e+92
101.0,3.196867565323994e+92
101.25,3.196867565323994e+92
101.5,3.196867565323994e+92
101.75,3.196867565323994e+92
102.0,3.196867565323994e+92
102.25,3.196867565323994e+92
102.5,3.196867565323994e+92
102.75,3.196867565323994e+92
103.0,3.196867565323994e+92
103.25,3.196867565323994e+92
103.5,3.196867565323994e+92
103.75,3.196867565323994e+92
104.25,3.196867565323994e+92
104.5,3.196867565323994e+92
104.75,3.196867565323994e+92
105.0,3.196867565323994e+92
105.25,3.196867565323994e+92
105.5,3.196867565323994e+92
105.75,3.196867565323994e+92
106.0,3.196867565323994e+92
108.25,3.196867565323994e+92
115.5,3.196867565323994e+92
115.75,3.196867565323994e+92
127.75,3.196867565323994e+92
128.0,3.196867565323994e+92
128.25,3.196867565323994e+92
128.5,3.196867565323994e+92
128.75,3.196867565323994e+92
129.0,3.196867565323994e+92
129.25,3.196867565323994e+92
131.75,3.196867565323994e+92
134.25,3.196867565323994e+92
134.5,3.196867565323994e+92
134.75,3.196867565323994e+92
135.0,3.196867565323994e+92
135.25,3.196867565323994e+92
139.0,3.196867565323994e+92
139.25,3.196867565323994e+92
139.5,3.196867565323994e+92
139.75,3.196867565323994e+92
140.0,3.196867565323994e+92
140.25,3.196867565323994e+92
140.5,3.196867565323994e+92
140.75,3.196867565323994e+92
141.0,3.196867565323994e+92
145.75,3.196867565323994e+92
150.5,3.196867565323994e+92
150.75,3.196867565323994e+92
151.0,3.196867565323994e+92
151.25,3.196867565323994e+92
100.5,8.689987010810322e+92
100.75,8.689987010810322e+92
101.0,8.689987010810322e+92
101.25,8.689987010810322e+92
101.5,8.689987010810322e+92
101.75,8.689987010810322e+92
102.0,8.689987010810322e+92
102.25,8.689987010810322e+92
102.5,8.689987010810322e+92
102.75,8.689987010810322e+92
103.0,8.689987010810322e+92
103.25,8.689987010810322e+92
104.5,8.689987010810322e+92
104.75,8.689987010810322e+92
105.0,8.689987010810322e+92
105.25,8.689987010810322e+92
105.5,8.689987010810322e+92
105.75,8.689987010810322e+92
115.25,8.689987010810322e+92
115.5,8.689987010810322e+92
115.75,8.689987010810322e+92
116.0,8.689987010810322e+92
128.0,8.689987010810322e+92
128.25,8.689987010810322e+92
128.5,8.689987010810322e+92
128.75,8.689987010810322e+92
129.0,8.689987010810322e+92
131.5,8.689987010810322e+92
134.0,8.689987010810322e+92
134.25,8.689987010810322e+92
134.5,8.689987010810322e+92
134.75,8.689987010810322e+92
135.0,8.689987010810322e+92
135.25,8.689987010810322e+92
135.5,8.689987010810322e+92
138.5,8.689987010810322e+92
138.75,8.689987010810322e+92
139.0,8.689987010810322e+92
139.25,8.689987010810322e+92
139.5,8.689987010810322e+92
139.75,8.689987010810322e+92
140.0,8.689987010810322e+92
140.25,8.689987010810322e+92
140.5,8.689987010810322e+92
140.75,8.689987010810322e+92
150.25,8.689987010810322e+92
150.5,8.689987010810322e+92
150.75,8.689987010810322e+92
151.0,8.689987010810322e+92
151.25,8.689987010810322e+92
151.5,8.689987010810322e+92
100.75,2.3621833781030834e+93
101.0,2.3621833781030834e+93
101.25,2.3621833781030834e+93
101.5,2.3621833781030834e+93
101.75,2.3621833781030834e+93
102.0,2.3621833781030834e+93
102.25,2.3621833781030834e+93
102.5,2.3621833781030834e+93
102.75,2.3621833781030834e+93
103.0,2.3621833781030834e+93
104.75,2.3621833781030834e+93
105.0,2.3621833781030834e+93
105.25,2.3621833781030834e+93
105.5,2.3621833781030834e+93
115.0,2.3621833781030834e+93
115.25,2.3621833781030834e+93
115.5,2.3621833781030834e+93
115.75,2.3621833781030834e+93
116.0,2.3621833781030834e+93
116.25,2.3621833781030834e+93
128.25,2.3621833781030834e+93
128.5,2.3621833781030834e+93
128.75,2.3621833781030834e+93
131.25,2.3621833781030834e+93
131.5,2.3621833781030834e+93
131.75,2.3621833781030834e+93
134.0,2.3621833781030834e+93
134.25,2.3621833781030834e+93
134.5,2.3621833781030834e+93
134.75,2.3621833781030834e+93
135.0,2.3621833781030834e+93
135.25,2.3621833781030834e+93
135.5,2.3621833781030834e+93
135.75,2.3621833781030834e+93
138.25,2.3621833781030834e+93
138.5,2.3621833781030834e+93
138.75,2.3621833781030834e+93
139.0,2.3621833781030834e+93
139.25,2.3621833781030834e+93
139.5,2.3621833781030834e+93
139.75,2.3621833781030834e+93
140.0,2.3621833781030834e+93
140.25,2.3621833781030834e+93
140.5,2.3621833781030834e+93
147.75,2.3621833781030834e+93
150.0,2.3621833781030834e+93
150.25,2.3621833781030834e+93
150.5,2.3621833781030834e+93
150.75,2.3621833781030834e+93
151.0,2.3621833781030834e+93
151.25,2.3621833781030834e+93
151.5,2.3621833781030834e+93
151.75,2.3621833781030834e+93
101.0,6.421080152185614e+93
101.25,6.421080152185614e+93
101.5,6.421080152185614e+93
101.75,6.421080152185614e+93
102.0,6.421080152185614e+93
102.25,6.421080152185614e+93
102.5,6.421080152185614e+93
102.75,6.421080152185614e+93
104.75,6.421080152185614e+93
105.0,6.421080152185614e+93
114.75,6.421080152185614e+93
115.0,6.421080152185614e+93
115.25,6.421080152185614e+93
115.5,6.421080152185614e+93
115.75,6.421080152185614e+93
116.0,6.421080152185614e+93
116.25,6.421080152185614e+93
124.0,6.421080152185614e+93
124.25,6.421080152185614e+93
128.25,6.421080152185614e+93
128.5,6.421080152185614e+93
131.0,6.421080152185614e+93
131.25,6.421080152185614e+93
131.5,6.421080152185614e+93
131.75,6.421080152185614e+93
132.0,6.421080152185614e+93
134.25,6.421080152185614e+93
134.5,6.421080152185614e+93
134.75,6.421080152185614e+93
135.0,6.421080152185614e+93
135.25,6.421080152185614e+93
135.5,6.421080152185614e+93
138.0,6.421080152185614e+93
138.25,6.421080152185614e+93
138.5,6.421080152185614e+93
138.75,6.421080152185614e+93
139.0,6.421080152185614e+93
139.25,6.421080152185614e+93
139.5,6.421080152185614e+93
139.75,6.421080152185614e+93
140.0,6.421080152185614e+93
147.25,6.421080152185614e+93
147.5,6.421080152185614e+93
147.75,6.421080152185614e+93
148.0,6.421080152185614e+93
150.25,6.421080152185614e+93
150.5,6.421080152185614e+93
150.75,6.421080152185614e+93
151.0,6.421080152185614e+93
151.25,6.421080152185614e+93
151.5,6.421080152185614e+93
151.75,6.421080152185614e+93
152.0,6.421080152185614e+93
101.25,1.7454305496765193e+94
101.5,1.7454305496765193e+94
101.75,1.7454305496765193e+94
102.0,1.7454305496765193e+94
102.25,1.7454305496765193e+94
102.5,1.7454305496765193e+94
114.75,1.7454305496765193e+94
115.0,1.7454305496765193e+94
115.25,1.7454305496765193e+94
115.5,1.7454305496765193e+94
115.75,1.7454305496765193e+94
116.0,1.7454305496765193e+94
116.25,1.7454305496765193e+94
116.5,1.7454305496765193e+94
123.75,1.7454305496765193e+94
124.0,1.7454305496765193e+94
124.25,1.7454305496765193e+94
124.5,1.7454305496765193e+94
130.75,1.7454305496765193e+94
131.0,1.7454305496765193e+94
131.25,1.7454305496765193e+94
131.5,1.7454305496765193e+94
131.75,1.7454305496765193e+94
132.0,1.7454305496765193e+94
132.25,1.7454305496765193e+94
134.5,1.7454305496765193e+94
134.75,1.7454305496765193e+94
135.0,1.7454305496765193e+94
135.25,1.7454305496765193e+94
137.75,1.7454305496765193e+94
138.0,1.7454305496765193e+94
138.25,1.7454305496765193e+94
138.5,1.7454305496765193e+94
138.75,1.7454305496765193e+94
139.0,1.7454305496765193e+94
139.25,1.7454305496765193e+94
139.5,1.7454305496765193e+94
139.75,1.7454305496765193e+94
147.0,1.7454305496765193e+94
147.25,1.7454305496765193e+94
147.5,1.7454305496765193e+94
147.75,1.7454305496765193e+94
148.0,1.7454305496765193e+94
148.25,1.7454305496765193e+94
150.5,1.7454305496765193e+94
150.75,1.7454305496765193e+94
151.0,1.7454305496765193e+94
151.25,1.7454305496765193e+94
151.5,1.7454305496765193e+94
151.75,1.7454305496765193e+94
101.25,4.744572146022966e+94
101.5,4.744572146022966e+94
101.75,4.744572146022966e+94
102.0,4.744572146022966e+94
102.25,4.744572146022966e+94
115.0,4.744572146022966e+94
115.25,4.744572146022966e+94
115.5,4.744572146022966e+94
115.75,4.744572146022966e+94
116.0,4.744572146022966e+94
116.25,4.744572146022966e+94
116.5,4.744572146022966e+94
116.75,4.744572146022966e+94
118.75,4.744572146022966e+94
123.5,4.744572146022966e+94
123.75,4.744572146022966e+94
124.0,4.744572146022966e+94
124.25,4.744572146022966e+94
124.5,4.744572146022966e+94
128.0,4.744572146022966e+94
128.25,4.744572146022966e+94
128.5,4.744572146022966e+94
130.75,4.744572146022966e+94
131.0,4.744572146022966e+94
131.25,4.744572146022966e+94
131.5,4.744572146022966e+94
131.75,4.744572146022966e+94
132.0,4.744572146022966e+94
132.25,4.744572146022966e+94
132.5,4.744572146022966e+94
134.75,4.744572146022966e+94
137.5,4.744572146022966e+94
137.75,4.744572146022966e+94
138.0,4.744572146022966e+94
138.25,4.744572146022966e+94
138.5,4.744572146022966e+94
138.75,4.744572146022966e+94
139.0,4.744572146022966e+94
139.25,4.744572146022966e+94
139.5,4.744572146022966e+94
146.75,4.744572146022966e+94
147.0,4.744572146022966e+94
147.25,4.744572146022966e+94
147.5,4.744572146022966e+94
147.75,4.744572146022966e+94
148.0,4.744572146022966e+94
148.25,4.744572146022966e+94
148.5,4.744572146022966e+94
150.75,4.744572146022966e+94
151.0,4.744572146022966e+94
151.25,4.744572146022966e+94
151.5,4.744572146022966e+94
101.5,1.2897084248347162e+95
101.75,1.2897084248347162e+95
115.25,1.2897084248347162e+95
115.5,1.2897084248347162e+95
115.75,1.2897084248347162e+95
116.0,1.2897084248347162e+95
116.25,1.2897084248347162e+95
116.5,1.2897084248347162e+95
116.75,1.2897084248347162e+95
117.0,1.2897084248347162e+95
118.5,1.2897084248347162e+95
118.75,1.2897084248347162e+95
119.0,1.2897084248347162e+95
123.0,1.2897084248347162e+95
123.25,1.2897084248347162e+95
